compound_name,num_experiments,num_species,num_taxa,num_pmids,median_effect,trimmed_mean_effect,sign_consistency,leave_one_species_out_stability,leave_one_taxon_out_stability,aggregation_stability,breadth_score,robustness_score,avg_significance_summary,max_significance_summary,taxa_present,species_present,pmids,evidence_tier,robust_flag,thin_evidence_reason,rank,empirical_p_value,null_exceedance_rate,null_z_score
NP1,7,2,1,1,12.14,12.475714285714288,0.7142857142857143,0.5,0.0,1.0,0.611111111111111,0.5942217460317459,NS:2;S:5,blank:7,nematode,Caenorhabditis briggsae;Caenorhabditis elegans,31820364,promising,False,,92,0.3386613386613387,0.338,0.4545370820583336
Ethanol,52,1,1,1,64.47,62.52357142857144,0.9615384615384616,0.0,0.0,1.0,0.5277777777777778,0.5770299145299146,blank:52,blank:52,insect,Drosophila mojavensis,13369,promising,False,,93,1.0,1.0,-1.0
Urolithin A,6,1,1,1,39.1,35.38333333333333,1.0,0.0,0.0,1.0,0.5277777777777778,0.5701055555555555,S:6,blank:6,nematode,Caenorhabditis elegans,27400265,promising,False,,94,0.000999000999000999,0.0,1.1598257525262494
Stachys lavandulifolia extract,10,1,1,1,29.05,28.762500000000003,1.0,0.0,0.0,1.0,0.5277777777777778,0.5634847222222222,S:10,blank:10,insect,Drosophila melanogaster,20738162,promising,False,,95,0.000999000999000999,0.0,1.503821085716637
Pyrroloquinoline quinone,7,1,1,2,25.0,24.815714285714282,1.0,0.0,0.0,1.0,0.5277777777777778,0.5595379365079365,S:7,blank:7,nematode,Caenorhabditis elegans,27090484;28676501,promising,False,,96,0.006993006993006993,0.006,1.0215096692940797
Electrolyzed reduced water,7,1,1,3,17.5,24.728571428571428,1.0,0.0,0.0,1.0,0.5277777777777778,0.5594507936507936,S:7,blank:7,nematode,Caenorhabditis elegans,20944427;21737933;23959012,promising,False,,97,0.005994005994005994,0.005,1.0670333993818613
Astragalus extract,7,1,1,2,22.8,21.342857142857145,1.0,0.0,0.0,1.0,0.5277777777777778,0.5560650793650793,NS:1;S:6,blank:7,nematode,Caenorhabditis elegans,21892924;25186652,promising,False,,98,0.023976023976023976,0.023,1.0145247652434348
Tert-butyl hydroperoxide,10,1,1,1,17.85,17.7125,1.0,0.0,0.0,1.0,0.5277777777777778,0.5524347222222222,S:10,blank:10,insect,Drosophila melanogaster,29515102,promising,False,,99,0.001998001998001998,0.001,1.397506983825109
Torin 1,5,1,1,1,36.36,35.454,1.0,0.0,0.0,1.0,0.47222222222222227,0.5507317777777778,S:5,blank:5,insect,Drosophila melanogaster,29329306,promising,False,,100,0.000999000999000999,0.0,1.426973665684942
Tocotrienol,6,1,1,3,15.9,15.016666666666666,1.0,0.0,0.0,1.0,0.5277777777777778,0.5497388888888889,S:5;blank:1,blank:6,nematode,Caenorhabditis elegans,10843344;16872777;22484623,promising,False,,101,0.1038961038961039,0.103,0.9003122295848981
Sandalwood oil,6,1,1,1,12.845,14.755,1.0,0.0,0.0,1.0,0.5277777777777778,0.5494772222222222,NS:2;S:4,blank:6,nematode,Caenorhabditis elegans,30319772,promising,False,,102,0.13086913086913088,0.13,0.9006921282049247
Caffeic acid,6,1,1,3,13.435,13.281666666666666,1.0,0.0,0.0,1.0,0.5277777777777778,0.5480038888888888,NS:1;S:5,blank:6,nematode,Caenorhabditis elegans,21503726;33432954;33802064,promising,False,,103,0.13986013986013987,0.139,0.9015454995193326
Glucomannan Hydrolysate,9,1,1,1,11.7,12.204444444444444,1.0,0.0,0.0,1.0,0.5277777777777778,0.5469266666666667,S:9,blank:9,insect,Drosophila melanogaster,30252027,promising,False,,104,0.006993006993006993,0.006,1.3445810594718393
Naphthazarin,10,1,1,1,10.0,11.125,1.0,0.0,0.0,1.0,0.5277777777777778,0.5458472222222223,NS:2;S:8,blank:10,nematode,Caenorhabditis elegans,21765926,promising,False,,105,0.07092907092907093,0.07,1.0205496871867636
Sesamin,6,1,1,3,10.7,10.463333333333333,1.0,0.0,0.0,1.0,0.5277777777777778,0.5451855555555556,NS:1;S:5,blank:6,nematode,Caenorhabditis elegans,24549958;28239780;30118882,promising,False,,106,0.18581418581418582,0.185,0.8522251526172938
Platinum nanoparticles,6,1,1,2,6.05,9.65,1.0,0.0,0.0,1.0,0.5277777777777778,0.5443722222222223,NS:3;S:3,blank:6,nematode,Caenorhabditis elegans,18400258;21737933,promising,False,,107,0.1878121878121878,0.187,0.8301428508984371
Oxoline,11,1,1,1,10.0,9.0,1.0,0.0,0.0,1.0,0.5277777777777778,0.5437222222222222,NS:4;S:7,blank:11,nematode,Caenorhabditis elegans,21765926,promising,False,,108,0.052947052947052944,0.052,1.103748506855547
Chrysanthemum extract,7,1,1,1,5.7,8.771428571428572,1.0,0.0,0.0,1.0,0.5277777777777778,0.5434936507936508,NS:4;S:3,blank:7,insect,Drosophila melanogaster,25628774,promising,False,,109,0.027972027972027972,0.027,1.2569243324482118
Cynomorium songaricum extract,6,1,1,1,7.550000000000001,8.616666666666667,1.0,0.0,0.0,1.0,0.5277777777777778,0.5433388888888889,NS:3;S:3,blank:6,insect,Drosophila melanogaster,22844336,promising,False,,110,0.04995004995004995,0.049,1.2474370957825966
Vitamin D3,5,1,1,2,23.29,26.798000000000002,1.0,0.0,0.0,1.0,0.47222222222222227,0.5420757777777778,S:5,blank:5,nematode,Caenorhabditis elegans,24304198;27783938,promising,False,,111,0.00999000999000999,0.009,0.989433598977117
Alpha-santalol,6,1,1,1,3.45,6.136666666666667,1.0,0.0,0.0,1.0,0.5277777777777778,0.5408588888888889,NS:4;S:2,blank:6,nematode,Caenorhabditis elegans,30319772,promising,False,,112,0.19480519480519481,0.194,0.8011430068450938
Selenocysteine,5,1,1,2,24.16,23.810000000000002,1.0,0.0,0.0,1.0,0.47222222222222227,0.5390877777777778,S:5,blank:5,nematode,Caenorhabditis elegans,28954009;30365103,promising,False,,113,0.03296703296703297,0.032,0.9225493442751088
Doxycycline,5,1,1,1,23.7,23.056,1.0,0.0,0.0,1.0,0.47222222222222227,0.5383337777777778,S:5,blank:5,nematode,Caenorhabditis elegans,23698443,promising,False,,114,0.03896103896103896,0.038,0.9169331125091508
Rosmarinic acid,4,1,1,2,44.66,40.637499999999996,1.0,0.0,0.0,1.0,0.4166666666666667,0.5364708333333333,S:4,blank:4,nematode,Caenorhabditis elegans,21503726;31206890,promising,False,,115,0.001998001998001998,0.001,1.0831464556978
Ethosuximide,5,1,1,2,17.0,20.022,1.0,0.0,0.0,1.0,0.47222222222222227,0.5352997777777778,S:5,blank:5,nematode,Caenorhabditis elegans,15653505;18949032,promising,False,,116,0.06493506493506493,0.064,0.8950546172638815
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,5,1,1,1,17.0,17.84,1.0,0.0,0.0,1.0,0.47222222222222227,0.5331177777777778,S:5,blank:5,nematode,Caenorhabditis elegans,26433219,promising,False,,117,0.0979020979020979,0.097,0.8912147613974276
Chlorophyll,5,1,1,1,13.9,17.589999999999996,1.0,0.0,0.0,1.0,0.47222222222222227,0.5328677777777778,S:5,blank:5,nematode,Caenorhabditis elegans,27077003,promising,False,,118,0.0989010989010989,0.098,0.8797853213857274
"5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone",5,1,1,1,16.05,17.092,1.0,0.0,0.0,1.0,0.47222222222222227,0.5323697777777778,S:5,blank:5,nematode,Caenorhabditis elegans,32677024,promising,False,,119,0.11588411588411589,0.115,0.892807969762856
Serine,5,1,1,2,18.0,16.252000000000002,1.0,0.0,0.0,1.0,0.47222222222222227,0.5315297777777779,S:5,blank:5,nematode,Caenorhabditis elegans,25643626;30845140,promising,False,,120,0.12187812187812187,0.121,0.8675189712825938
Lonicera japonica extract,5,1,1,1,15.17,14.056000000000001,1.0,0.0,0.0,1.0,0.47222222222222227,0.5293337777777778,NS:3;S:2,blank:5,nematode,Caenorhabditis elegans,30266681,promising,False,,121,0.17482517482517482,0.174,0.8371153243712637
Proline,5,1,1,2,17.0,13.559999999999999,1.0,0.0,0.0,1.0,0.47222222222222227,0.5288377777777779,S:5,blank:5,nematode,Caenorhabditis elegans,22482728;25643626,promising,False,,122,0.17582417582417584,0.175,0.8366654650832089
Naringin,5,1,1,2,12.57,13.504,1.0,0.0,0.0,1.0,0.47222222222222227,0.5287817777777778,S:5,blank:5,nematode,Caenorhabditis elegans,29375370;32832002,promising,False,,123,0.14985014985014986,0.149,0.8563406265699107
Dapsone,4,1,1,1,30.634999999999998,31.575,1.0,0.0,0.0,1.0,0.4166666666666667,0.5274083333333334,S:4,blank:4,nematode,Caenorhabditis elegans,20974969,promising,False,,124,0.00999000999000999,0.009,0.9951309760095268
Indolepropionamide,3,1,1,1,229.7,211.79999999999998,1.0,0.0,0.0,1.0,0.3611111111111111,0.5263888888888889,S:3,blank:3,rotifer,Philodina acuticornis,20421998,promising,False,,125,0.16083916083916083,0.16,1.0729938298006467
Tinospora cordifolia extract,3,1,1,1,155.65,145.13,1.0,0.0,0.0,1.0,0.3611111111111111,0.5263888888888889,S:3,blank:3,insect,Drosophila melanogaster,28827958,promising,False,,126,0.003996003996003996,0.003,1.431754184163804
Dehydroabietic acid,5,1,1,1,11.8,11.040000000000001,1.0,0.0,0.0,1.0,0.47222222222222227,0.5263177777777779,NS:1;S:4,blank:5,nematode,Caenorhabditis elegans,25976661,promising,False,,127,0.22277722277722278,0.222,0.8094289787338956
Hydrocortisone acetate,4,1,1,1,31.0,29.75,1.0,0.0,0.0,1.0,0.4166666666666667,0.5255833333333333,S:4,blank:4,insect,Drosophila melanogaster,4397875,promising,False,,128,0.001998001998001998,0.001,1.3357382006264675
Acarbose,10,1,1,3,5.5,8.25,0.9,0.0,0.0,1.0,0.5277777777777778,0.5229722222222222,NS:2;S:8,NS:2;S:8,mammal,Mus musculus,24245565;27312235;30688027,promising,False,,129,0.017982017982017984,0.017,1.1372844202897623
2-Ethyl-6-methylpyridin-3-ol hydrochloride,8,1,1,1,16.5,13.1225,0.875,0.0,0.0,1.0,0.5277777777777778,0.5228447222222222,NS:2;S:6,blank:8,insect,Drosophila melanogaster,119648,promising,False,,130,0.04695304695304695,0.046,1.091232942159413
Gallic Acid,5,1,1,1,5.03,5.464,1.0,0.0,0.0,1.0,0.47222222222222227,0.5207417777777779,NS:1;S:4,blank:5,nematode,Caenorhabditis elegans,21805983,promising,False,,131,0.25274725274725274,0.252,0.7671513824287268
FW1256,4,1,1,1,25.369999999999997,23.075,1.0,0.0,0.0,1.0,0.4166666666666667,0.5189083333333333,NS:1;S:3,blank:4,nematode,Caenorhabditis elegans,32566245,promising,False,,132,0.03996003996003996,0.039,0.9143544266077113
Rosa damascena extract,4,1,1,1,18.45,18.275,1.0,0.0,0.0,1.0,0.4166666666666667,0.5141083333333334,NS:1;S:3,blank:4,insect,Drosophila melanogaster,21928072,promising,False,,133,0.026973026973026972,0.026,1.2261129640881492
Calycosin,4,1,1,1,16.72,16.135,1.0,0.0,0.0,1.0,0.4166666666666667,0.5119683333333334,S:4,blank:4,nematode,Caenorhabditis elegans,28434978,promising,False,,134,0.16683316683316685,0.166,0.8357319137451631
17‐alpha‐estradiol,6,1,1,3,11.5,10.333333333333334,0.8333333333333334,0.0,0.0,1.0,0.5277777777777778,0.5117222222222222,NS:2;S:4,NS:4;S:2,mammal,Mus musculus,24245565;27312235;33788371,promising,False,,135,0.07192807192807193,0.071,0.9275932608133098
Withanolide A,4,1,1,1,13.3,15.1425,1.0,0.0,0.0,1.0,0.4166666666666667,0.5109758333333333,S:4,blank:4,nematode,Caenorhabditis elegans,26956478,promising,False,,136,0.17682317682317683,0.176,0.8120575873084237
Folic acid,4,1,1,1,16.05,14.725,1.0,0.0,0.0,1.0,0.4166666666666667,0.5105583333333333,NS:1;S:3,blank:4,nematode,Caenorhabditis elegans,26546011,promising,False,,137,0.1918081918081918,0.191,0.8095874958468036
Tanespimycin,3,1,1,2,23.52,33.73333333333333,1.0,0.0,0.0,1.0,0.3611111111111111,0.5101222222222221,S:3,blank:3,nematode,Caenorhabditis elegans,30625143;30970250,promising,False,,138,0.004995004995004995,0.004,0.9546689675594072
Fluprednisolone,4,1,1,1,15.5,14.25,1.0,0.0,0.0,1.0,0.4166666666666667,0.5100833333333333,NS:3;S:1,blank:4,insect,Drosophila melanogaster,4397875,promising,False,,139,0.056943056943056944,0.056,1.1612497063479508
Sodium Chloride,3,1,1,1,40.53,33.550000000000004,1.0,0.0,0.0,1.0,0.3611111111111111,0.5099388888888888,S:3,blank:3,nematode,Caenorhabditis elegans,26854551,promising,False,,140,0.008991008991008992,0.008,0.9378979746376924
Thyroxin,6,1,1,1,9.75,8.433333333333334,0.8333333333333334,0.0,0.0,1.0,0.5277777777777778,0.5098222222222222,blank:6,blank:6,mammal,Rattus norvegicus,6632988,promising,False,,141,0.11988011988011989,0.119,0.9579088852164982
Beta-santalol,6,1,1,1,4.21,7.715,0.8333333333333334,0.0,0.0,1.0,0.5277777777777778,0.5091038888888889,NS:3;S:3,blank:6,nematode,Caenorhabditis elegans,30319772,promising,False,,142,0.47652347652347654,0.476,0.40754802915560084
Pyrrolidine dithiocarbamate,4,1,1,2,13.5,13.25,1.0,0.0,0.0,1.0,0.4166666666666667,0.5090833333333333,S:4,blank:4,insect,Drosophila melanogaster,21483034;24096697,promising,False,,143,0.04995004995004995,0.049,1.1675708348025058
Procaine,4,1,1,1,12.530000000000001,12.225000000000001,1.0,0.0,0.0,1.0,0.4166666666666667,0.5080583333333334,NS:2;S:2,blank:4,mammal,Rattus norvegicus,14246524,promising,False,,144,0.055944055944055944,0.055,1.26708367676924
Cucurbitacin B,3,1,1,1,28.78,31.656666666666666,1.0,0.0,0.0,1.0,0.3611111111111111,0.5080455555555555,S:3,blank:3,fungus,Saccharomyces cerevisiae,31281576,promising,False,,145,0.46653346653346656,0.466,0.3645093839679021
Echinacoside,4,1,1,2,11.555,11.6325,1.0,0.0,0.0,1.0,0.4166666666666667,0.5074658333333334,S:4,blank:4,nematode,Caenorhabditis elegans,26027643;29185166,promising,False,,146,0.2647352647352647,0.264,0.78675070543539
Doxylamine succinate,4,1,1,1,9.0,11.0,1.0,0.0,0.0,1.0,0.4166666666666667,0.5068333333333334,NS:4,blank:4,insect,Drosophila melanogaster,4397875,promising,False,,147,0.08391608391608392,0.083,1.1048775454314452
Vigconic 28,4,1,1,1,11.5,11.0,1.0,0.0,0.0,1.0,0.4166666666666667,0.5068333333333334,NS:1;S:3,blank:4,mammal,Mus musculus,20370440,promising,False,,148,0.03996003996003996,0.039,1.1816396668268117
Guarana extract,3,1,1,1,36.36,30.3,1.0,0.0,0.0,1.0,0.3611111111111111,0.5066888888888889,S:3,blank:3,nematode,Caenorhabditis elegans,29972429,promising,False,,149,0.023976023976023976,0.023,0.9147130679807441
Royalactin,3,1,1,1,29.1,29.933333333333337,1.0,0.0,0.0,1.0,0.3611111111111111,0.5063222222222222,S:3,blank:3,nematode,Caenorhabditis elegans,25456847,promising,False,,150,0.030969030969030968,0.03,0.9076684864063621
Beta-aminopropionitrile fumarate,6,1,1,1,5.0,4.5,0.8333333333333334,0.0,0.0,1.0,0.5277777777777778,0.5058888888888888,NS:1;S:5,NS:6,mammal,Mus musculus,689120,promising,False,,151,0.1878121878121878,0.187,0.8826690866346069
Obeticholic acid,6,1,1,1,6.26,4.476666666666667,0.8333333333333334,0.0,0.0,1.0,0.5277777777777778,0.5058655555555556,S:6,blank:6,nematode,Caenorhabditis tropicalis,32550518,promising,False,,152,0.28771228771228774,0.287,1.555126965243313
Reserpine,3,1,1,3,30.0,28.916666666666668,1.0,0.0,0.0,1.0,0.3611111111111111,0.5053055555555556,S:3,blank:3,nematode,Caenorhabditis elegans,18409080;22212533;27966489,promising,False,,153,0.025974025974025976,0.025,0.8882939913331033
Metolazone,3,1,1,1,29.46,28.909999999999997,1.0,0.0,0.0,1.0,0.3611111111111111,0.5052988888888889,S:3,blank:3,nematode,Caenorhabditis elegans,33216250,promising,False,,154,0.02197802197802198,0.021,0.9052943044457142
Histidine,4,1,1,1,9.5,8.75,1.0,0.0,0.0,1.0,0.4166666666666667,0.5045833333333334,NS:1;S:3,blank:4,nematode,Caenorhabditis elegans,25643626,promising,False,,155,0.3166833166833167,0.316,0.7508881012582601
Betula utilis extract,3,1,1,1,25.72,27.833333333333332,1.0,0.0,0.0,1.0,0.3611111111111111,0.5042222222222222,S:3,blank:3,nematode,Caenorhabditis elegans,31669661,promising,False,,156,0.030969030969030968,0.03,0.8728789817568773
Trimethadione,5,1,1,1,39.0,28.8,0.8,0.0,0.0,1.0,0.47222222222222227,0.5040777777777778,NS:1;S:4,blank:5,nematode,Caenorhabditis elegans,15653505,promising,False,,157,0.25774225774225773,0.257,0.5623305201524907
Sulfamethoxazole,3,1,1,1,28.0,26.666666666666668,1.0,0.0,0.0,1.0,0.3611111111111111,0.5030555555555555,S:3,blank:3,nematode,Caenorhabditis elegans,24034891,promising,False,,158,0.03296703296703297,0.032,0.8471111000559094
Isoleucine,4,1,1,2,3.0,4.625,1.0,0.0,0.0,1.0,0.4166666666666667,0.5004583333333333,NS:2;S:2,blank:4,nematode,Caenorhabditis elegans,25643626;26620638,promising,False,,159,0.33966033966033965,0.339,0.7074676427311093
Raspberry extract,3,1,1,1,22.9,22.066666666666666,1.0,0.0,0.0,1.0,0.3611111111111111,0.49845555555555554,S:3,blank:3,nematode,Caenorhabditis elegans,32285078,promising,False,,160,0.08091908091908091,0.08,0.8577995427913339
Nolinospiroside F,3,1,1,1,21.3,20.966666666666665,1.0,0.0,0.0,1.0,0.3611111111111111,0.49735555555555555,S:3,blank:3,fungus,Saccharomyces cerevisiae,23439553,promising,False,,161,0.7062937062937062,0.706,0.15470624071855618
Diiodomethane,3,1,1,1,14.5,19.433333333333334,1.0,0.0,0.0,1.0,0.3611111111111111,0.4958222222222222,S:3,blank:3,insect,Drosophila melanogaster,412727,promising,False,,162,0.026973026973026972,0.026,1.1553982998462955
Chicoric acid,3,1,1,2,21.0,19.276666666666667,1.0,0.0,0.0,1.0,0.3611111111111111,0.4956655555555555,S:3,blank:3,nematode,Caenorhabditis elegans,24244361;30845140,promising,False,,163,0.16183816183816183,0.161,0.7854355322502449
Hesperidin,3,1,1,1,15.4,18.966666666666665,1.0,0.0,0.0,1.0,0.3611111111111111,0.49535555555555555,S:3,blank:3,fungus,Saccharomyces cerevisiae,22484922,promising,False,,164,0.7302697302697303,0.73,0.07739098778052693
p-coumaric acid,3,1,1,1,20.38,18.87,1.0,0.0,0.0,1.0,0.3611111111111111,0.49525888888888886,S:3,blank:3,insect,Aedes albopictus,34188892,promising,False,,165,0.15384615384615385,0.153,0.8172223253485614
Phloridzin,3,1,1,1,17.39,18.836666666666666,1.0,0.0,0.0,1.0,0.3611111111111111,0.49522555555555553,NS:1;S:2,blank:3,fungus,Saccharomyces cerevisiae,21597195,promising,False,,166,0.7452547452547452,0.745,0.062159710798355
Oxyresveratrol,3,1,1,1,17.8,18.76666666666667,1.0,0.0,0.0,1.0,0.3611111111111111,0.4951555555555555,S:3,blank:3,nematode,Caenorhabditis elegans,27190265,promising,False,,167,0.14185814185814186,0.141,0.8248885678473736
Alpha‐linolenic acid,3,1,1,1,15.13,18.096666666666668,1.0,0.0,0.0,1.0,0.3611111111111111,0.4944855555555555,S:3,blank:3,nematode,Caenorhabditis elegans,28772063,promising,False,,168,0.17082917082917082,0.17,0.7741247552492989
Lactic acid,9,1,1,1,8.0,4.166666666666667,0.7777777777777778,0.0,0.0,1.0,0.5277777777777778,0.49444444444444446,blank:9,blank:9,insect,Drosophila melanogaster,110607,promising,False,,169,0.24275724275724275,0.242,0.8100016031704091
Isoprenol,3,1,1,1,19.23,17.433333333333334,1.0,0.0,0.0,1.0,0.3611111111111111,0.4938222222222222,S:3,blank:3,nematode,Caenorhabditis elegans,30624146,promising,False,,170,0.17882117882117882,0.178,0.7725202464656753
Secoisolariciresinol Diglucoside,3,1,1,1,16.36,17.22,1.0,0.0,0.0,1.0,0.3611111111111111,0.4936088888888889,S:3,blank:3,nematode,Caenorhabditis elegans,32733632,promising,False,,171,0.17782217782217782,0.177,0.7892501927310046
Lovastin,3,1,1,1,13.14,16.88,1.0,0.0,0.0,1.0,0.3611111111111111,0.49326888888888887,S:3,blank:3,nematode,Caenorhabditis elegans,32010481,promising,False,,172,0.1848151848151848,0.184,0.7680871125857616
Levodopa,3,1,1,1,15.0,16.666666666666668,1.0,0.0,0.0,1.0,0.3611111111111111,0.4930555555555555,NS:1;S:2,S:3,mammal,Mus musculus,850799,promising,False,,173,0.015984015984015984,0.015,1.2264255335988998
"3,4-dihydroxybenzaldehyde",3,1,1,1,13.0,16.333333333333332,1.0,0.0,0.0,1.0,0.3611111111111111,0.4927222222222222,S:3,blank:3,insect,Drosophila melanogaster,22809229,promising,False,,174,0.04495504495504495,0.044,1.1143777089993219
Beta-caryophyllene,3,1,1,1,14.9,16.099999999999998,1.0,0.0,0.0,1.0,0.3611111111111111,0.49248888888888886,S:3,blank:3,nematode,Caenorhabditis elegans,24835194,promising,False,,175,0.21178821178821178,0.211,0.755289569214697
"2,5-Di-tert-butylhydroquinone",3,1,1,2,15.2,16.066666666666666,1.0,0.0,0.0,1.0,0.3611111111111111,0.49245555555555554,S:3,blank:3,nematode,Caenorhabditis elegans,29988547;33766744,promising,False,,176,0.2077922077922078,0.207,0.7691596305977398
Gamma-tocopherol,3,1,1,2,17.0,16.033333333333335,1.0,0.0,0.0,1.0,0.3611111111111111,0.4924222222222222,S:3,blank:3,nematode,Caenorhabditis elegans,17169403;22484623,promising,False,,177,0.21978021978021978,0.219,0.7624351241604619
Sulforaphane,3,1,1,1,15.46,15.656666666666666,1.0,0.0,0.0,1.0,0.3611111111111111,0.4920455555555555,S:3,blank:3,nematode,Caenorhabditis elegans,33471780,promising,False,,178,0.21978021978021978,0.219,0.7579727106840831
Buckwheat trypsin inhibitor,3,1,1,1,15.6,15.6,1.0,0.0,0.0,1.0,0.3611111111111111,0.49198888888888886,S:3,blank:3,nematode,Caenorhabditis elegans,25959406,promising,False,,179,0.23576423576423577,0.235,0.755952823188345
D-alanine,3,1,1,1,16.0,15.333333333333334,1.0,0.0,0.0,1.0,0.3611111111111111,0.49172222222222217,S:3,blank:3,nematode,Caenorhabditis elegans,25643626,promising,False,,180,0.22777222777222778,0.227,0.776355655593985
